temperature,rainfall,humidity
29.77,168.62,58.37
39.73,298.05,61.85
19.17,136.71,22.40
16.17,214.18,44.34
34.49,237.78,47.68
21.31,148.23,64.70
35.74,257.10,64.66
32.60,163.85,76.79
38.64,123.50,77.36
25.22,32.35,38.82
31.55,118.02,81.61
26.62,220.18,21.57
30.76,276.39,77.29
26.24,75.50,28.16
19.72,106.57,78.37
27.70,46.19,62.17
28.21,207.22,54.98
35.27,288.06,75.25
33.39,192.29,22.91
31.59,185.12,37.88
17.83,166.05,69.32
33.02,26.54,87.78
27.51,218.85,50.49
37.35,180.61,40.70
38.00,198.44,61.50
16.38,269.64,69.79
35.52,235.19,53.61
15.94,234.27,90.14
24.18,278.16,61.88
28.56,296.98,22.87
18.70,174.38,37.84
33.66,32.66,56.05
15.21,137.74,75.82
19.21,236.28,37.58
29.52,8.32,98.10
32.86,17.07,45.48
37.92,20.15,62.60
32.64,219.31,21.52
31.79,150.35,90.79
24.86,110.67,83.11
15.03,31.69,35.64
18.00,219.67,94.66
28.36,96.31,45.27
31.88,79.60,75.37
25.44,195.70,85.52
33.27,167.70,79.27
28.05,108.72,93.41
16.85,192.45,89.14
19.80,81.37,99.57
36.00,238.45,34.61
33.12,68.80,44.38
37.37,47.65,70.90
17.94,234.73,78.64
39.76,212.37,62.77
20.24,54.79,25.91
15.29,34.87,87.33
39.94,251.52,96.87
22.03,232.98,52.44
31.70,98.18,37.98
19.42,197.46,21.55
29.51,37.25,38.98
37.60,152.11,75.99
23.00,5.62,92.93
31.76,117.48,27.48
19.70,22.45,64.26
30.62,142.54,75.64
23.41,126.50,42.11
20.28,133.32,65.59
22.83,13.60,77.22
19.47,108.48,87.02
37.55,226.95,56.20
24.93,110.67,79.83
21.13,214.55,44.14
26.21,110.84,37.04
23.01,126.97,34.99
33.61,169.17,48.71
39.28,285.20,22.87
25.95,32.66,42.64
36.53,9.87,72.18
29.15,182.39,71.83
18.93,284.73,25.88
32.27,296.92,42.99
27.84,145.25,65.56
31.27,140.42,45.48
37.24,193.49,53.44
26.01,166.69,77.02
37.53,190.23,20.74
33.77,262.20,42.11
27.22,223.89,31.39
30.08,149.06,30.21
23.14,138.56,96.72
39.59,191.88,50.12
31.68,136.71,62.17
16.10,137.33,78.71
23.17,4.89,23.80
30.58,52.22,39.28
16.41,146.55,86.57
15.60,246.80,88.96
26.25,83.62,49.84
23.32,156.79,49.99
25.96,103.49,80.55
21.57,31.44,43.61
19.12,287.49,29.37
32.23,256.40,40.60
27.86,23.55,50.99
20.00,215.94,24.18
22.99,104.27,58.29
29.80,298.45,79.20
16.81,90.72,61.10
18.69,71.62,25.75
16.83,170.37,55.21
35.31,250.54,76.71
33.81,57.76,24.65
33.83,212.82,24.79
32.91,18.42,49.65
31.73,275.68,35.60
26.92,24.32,94.78
31.06,274.27,66.51
15.96,147.24,42.99
30.54,134.43,76.38
34.45,291.99,49.99
27.51,297.12,30.57
23.94,195.05,38.98
21.94,38.14,71.42
31.07,151.85,24.15
32.32,158.75,41.82
36.77,154.33,36.66
23.56,170.85,36.09
34.24,5.62,74.62
29.03,213.37,86.07
37.07,213.72,77.27
28.20,34.64,71.66
27.94,171.07,93.32
29.45,170.51,24.67
33.73,204.74,33.40
39.12,25.62,53.15
16.84,187.95,49.80
16.34,84.23,53.44
38.44,152.10,36.52
28.25,232.00,31.96
30.37,211.69,60.74
27.06,35.67,94.24
17.34,177.36,51.36
34.20,290.73,23.47
33.68,47.03,76.49
22.79,255.87,43.29
22.66,210.76,39.61
35.95,232.20,45.94
16.81,84.59,77.91
37.03,86.37,85.51
21.42,271.81,67.04
29.82,107.95,45.80
38.40,18.90,44.84
31.95,180.18,29.94
25.36,37.45,94.66
32.24,238.98,71.05
23.60,192.52,22.16
21.93,262.42,72.99
39.92,235.45,55.77
33.77,33.63,97.80
31.12,114.32,85.53
23.88,232.37,33.71
16.23,125.20,77.61
15.78,291.71,58.85
28.85,220.72,34.96
34.05,4.65,75.90
28.43,264.00,63.79
36.02,30.24,22.43
15.84,42.16,71.73
24.17,220.35,70.80
20.93,259.49,31.53
26.18,160.90,47.92
16.81,86.71,66.87
38.85,105.39,31.10
20.58,102.87,88.22
38.06,98.00,22.20
25.65,72.87,28.23
39.64,182.66,29.29
28.85,270.12,62.25
38.27,92.12,69.61
15.13,56.01,52.30
33.71,251.57,43.09
37.58,222.53,84.75
18.49,279.25,25.46
17.40,49.66,42.42
25.61,43.28,23.13
38.34,162.43,21.11
28.56,184.33,48.27
28.19,144.05,35.59
18.53,179.69,41.47
15.02,54.11,85.68
35.25,143.88,33.04
17.19,197.43,82.42
30.85,129.81,74.00
37.87,203.83,46.12
20.22,135.36,63.72
31.63,100.08,55.55
16.97,91.08,30.27
30.09,123.27,92.57
19.10,6.93,65.57
33.40,200.56,90.42
22.53,253.53,85.91
26.58,106.39,26.38
29.99,13.81,36.58
19.28,296.03,31.62
33.54,79.11,86.46
22.57,37.99,89.00
31.56,110.93,62.24
18.96,221.57,28.33
32.20,88.17,30.85
18.20,172.41,85.08
25.63,124.67,94.34
21.18,35.33,35.96
33.71,99.09,20.89
21.55,217.46,46.48
37.04,183.60,22.44
37.30,35.93,86.24
19.91,49.00,59.32
30.35,192.22,71.35
17.19,244.02,52.92
24.79,104.84,47.64
32.83,178.59,37.78
31.49,51.19,81.64
30.62,93.41,75.64
22.06,6.08,48.86
24.45,230.48,45.69
17.57,120.30,20.10
32.98,244.84,25.08
27.60,212.51,69.86
32.72,248.62,61.17
21.22,85.70,54.78
23.11,55.53,86.20
23.36,291.57,60.31
15.64,215.20,50.76
23.53,250.21,32.90
35.08,3.94,85.66
37.43,106.34,66.10
27.96,222.85,27.40
26.39,23.39,71.91
15.77,170.20,54.01
36.98,128.72,84.91
15.33,5.28,93.51
38.62,70.79,68.04
27.23,85.44,78.53
23.55,33.56,24.53
38.11,189.46,64.82
15.61,72.72,80.43
29.54,83.29,59.74
28.72,269.47,67.48
20.48,140.14,91.92
25.72,117.64,35.85
31.31,217.16,27.86
33.18,272.88,75.25
15.02,7.51,85.83
38.42,134.47,88.04
19.11,183.23,71.33
20.84,95.57,86.66
21.59,231.72,76.05
15.95,291.44,26.99
18.08,283.03,80.96
39.66,79.79,34.35
22.88,67.90,38.93
17.88,287.25,51.57
17.67,137.59,45.17
32.99,62.49,45.73
36.36,212.10,33.54
21.42,85.33,43.51
15.52,80.17,21.57
20.58,263.77,57.83
16.41,48.74,81.49
17.58,19.32,88.98
25.79,80.76,85.63
20.75,182.08,53.32
27.90,36.93,78.43
21.34,141.48,43.03
38.51,188.20,24.44
37.65,254.62,74.08
29.17,68.96,71.90
23.86,245.20,84.13
24.53,70.47,69.29
25.30,203.03,32.55
33.19,129.20,88.25
26.29,34.40,70.18
36.42,214.28,84.61
38.60,65.33,81.93
23.40,52.99,43.83
29.02,107.50,25.96
17.38,195.99,34.12
20.01,70.20,27.43
25.34,55.10,39.47
20.16,2.99,56.76
36.91,141.49,92.54
18.96,128.59,89.76
26.39,70.16,77.49
30.14,16.10,21.93
32.30,128.78,47.31
24.58,236.46,74.59
36.73,214.58,30.32
29.21,258.24,84.09
25.99,2.87,93.17
16.68,289.93,48.33
26.62,102.42,76.47
35.52,297.12,31.86
30.36,75.79,75.27
35.80,141.46,21.72
27.35,106.18,32.06
17.96,106.73,76.79
15.34,252.68,76.95
22.58,223.93,71.29
32.45,297.65,58.19
34.76,184.05,73.99
22.39,138.98,81.90
27.39,27.02,97.32
25.53,298.97,91.09
25.26,165.46,83.56
20.78,210.14,75.58
18.41,122.02,65.93
19.92,164.31,29.65
16.38,282.77,33.24
19.95,49.93,85.62
15.23,87.71,84.27
30.68,45.62,69.16
22.91,237.66,55.11
39.33,18.61,22.08
19.84,24.49,46.17
23.65,89.55,53.65
23.95,154.26,58.87
15.21,121.88,94.35
35.98,13.44,28.70
15.80,287.25,61.51
38.50,285.86,49.43
37.30,83.81,99.21
28.39,219.46,88.95
28.59,173.57,55.10
31.34,71.24,99.98
24.68,78.65,61.13
31.18,147.35,33.37
16.12,125.77,64.47
16.35,87.37,38.10
26.43,242.25,70.91
28.74,144.44,95.00
37.20,196.45,82.90
17.62,56.78,41.85
35.57,160.05,43.75
20.25,95.39,25.54
24.85,157.92,42.87
22.92,234.25,27.41
25.00,230.67,59.96
18.76,106.27,76.67
27.59,208.28,80.09
35.04,282.39,24.76
26.04,187.70,47.20
27.27,44.52,43.05
36.22,203.91,28.34
32.65,31.47,49.00
27.26,261.63,43.95
21.44,155.00,70.76
37.12,115.54,90.66
29.43,17.10,56.39
20.53,114.24,79.73
21.73,270.96,31.68
35.08,6.29,91.60
16.10,142.39,32.21
39.80,279.35,35.37
18.26,118.45,28.52
34.90,128.45,44.77
24.87,173.57,64.19
27.31,138.88,99.04
37.02,50.58,83.47
25.32,5.57,50.43
28.44,182.94,66.07
16.23,276.24,69.86
15.06,31.91,85.82
21.12,63.29,78.92
32.01,111.07,65.54
18.03,242.62,73.53
17.84,80.78,79.67
25.27,264.62,30.65
31.20,16.49,36.04
32.80,282.29,75.09
19.46,168.22,88.03
16.99,197.63,52.74
38.51,110.31,98.39
21.52,234.60,37.29
36.33,49.97,53.34
36.59,14.67,50.28
34.31,118.66,94.42
19.22,256.11,42.83
35.55,226.48,57.66
34.23,155.15,34.98
29.92,171.64,61.70
23.43,38.97,88.59
21.56,252.20,44.32
18.05,236.09,84.86
27.74,196.94,92.90
29.63,139.86,25.84
23.98,289.34,80.51
26.88,263.71,40.43
24.09,193.33,34.03
31.03,111.54,68.09
37.53,185.41,76.45
19.10,172.63,51.58
24.54,118.27,23.13
18.52,92.00,92.70
30.62,122.10,78.46
33.22,172.17,41.73
38.30,128.44,59.75
21.97,79.07,22.22
38.76,228.29,47.14
16.58,159.44,61.80
30.08,20.30,61.38
16.43,110.49,36.65
37.34,265.47,82.14
28.25,226.57,43.91
31.73,96.97,66.43
35.79,281.45,41.72
18.76,22.98,54.01
15.96,288.37,36.60
36.97,73.71,70.64
22.87,2.73,54.05
18.22,130.14,21.29
26.71,107.69,22.25
29.96,161.73,57.69
15.77,239.03,34.66
21.87,252.73,66.80
15.82,120.37,52.66
25.51,128.95,72.35
37.38,44.45,96.19
39.57,14.26,62.30
30.93,192.36,82.99
19.04,19.33,80.24
37.65,220.15,93.74
27.91,161.73,37.12
18.84,59.57,86.19
38.04,161.86,92.44
33.94,54.90,51.42
33.29,131.62,45.11
32.73,239.87,96.16
20.01,138.58,70.21
20.28,44.61,50.45
32.21,217.15,83.35
20.49,56.03,44.36
25.97,221.56,34.11
34.55,143.81,63.52
34.60,136.12,65.30
26.33,255.43,86.06
34.80,212.58,56.56
35.97,9.87,85.17
31.37,88.85,44.91
20.71,261.28,66.03
21.85,5.50,36.68
22.87,163.58,50.84
17.92,218.35,88.60
21.83,186.56,37.28
20.24,228.16,84.82
26.38,217.71,42.63
37.71,207.61,22.76
17.61,246.46,28.79
33.01,193.71,79.67
32.18,120.73,40.97
17.39,141.57,72.33
38.06,215.02,75.94
29.21,262.89,47.61
24.09,81.67,57.99
33.91,102.62,52.30
21.43,279.22,95.79
32.34,173.55,45.60
15.99,53.69,34.67
35.99,199.11,49.25
26.20,297.23,73.56
30.92,247.04,75.79
20.53,223.72,93.92
31.93,62.41,90.54
34.31,262.84,43.07
26.83,157.74,56.41
30.44,266.79,79.78
26.41,98.95,93.32
37.35,18.62,46.97
27.45,142.79,55.56
36.05,80.95,91.96
35.03,214.57,48.68
25.26,287.13,58.44
20.75,207.29,92.36
25.15,266.08,84.18
35.66,135.91,39.47
20.69,231.49,45.98
28.11,252.91,48.24
35.15,213.26,93.02
23.84,152.33,99.91
31.06,187.76,81.92
21.14,210.15,58.75
17.73,75.93,20.81
34.86,242.87,75.80
17.47,285.10,51.15
21.78,139.57,70.64
36.38,210.32,68.54
23.66,221.11,58.47
39.33,198.67,95.55
39.49,164.13,21.85
21.71,264.49,76.97
16.02,134.68,52.79
32.63,18.33,77.10
26.27,253.37,74.02
17.52,202.19,20.82
32.69,254.78,42.83
15.78,41.56,35.13
36.75,9.23,33.36
18.47,280.31,78.28
18.18,44.32,39.16
19.39,242.90,57.98
39.01,246.96,39.76
32.33,212.61,66.42
35.03,39.38,77.65
24.94,200.22,46.49
23.41,266.73,68.24
20.86,127.66,85.99
27.02,124.06,27.54
28.80,132.86,76.85
30.79,24.68,45.85
21.43,267.61,29.81
38.72,260.75,63.65
19.24,299.37,38.10
39.14,175.55,85.71
15.37,225.36,23.43
27.03,60.80,27.89
23.33,200.26,61.68
26.23,194.92,67.12
29.27,270.36,78.39
25.89,249.24,40.74
25.37,281.54,87.34
33.32,260.65,96.25
32.15,260.61,59.92
35.83,19.12,80.84
21.25,253.79,61.99
30.24,182.24,25.56
29.63,114.13,46.09
24.24,16.95,27.00
27.15,203.30,99.11
22.84,98.46,38.32
18.55,140.33,70.87
20.35,204.52,42.75
17.64,273.53,72.26
32.08,247.63,36.83
31.52,135.18,82.82
38.77,116.33,28.86
33.24,71.93,91.61
16.30,111.73,87.23
37.11,33.31,74.30
36.57,291.33,25.39
26.08,172.18,36.69
29.65,38.34,88.75
39.40,105.84,29.76
28.31,164.11,32.47
37.63,159.87,63.52
17.08,10.65,41.93
19.78,285.25,37.77
26.02,82.61,66.07
29.62,4.86,49.81
35.41,22.93,31.24
39.71,174.06,62.79
24.72,41.34,50.96
16.19,12.52,78.76
35.03,113.89,28.22
30.11,186.83,69.65
19.96,33.55,54.92
27.37,94.00,52.48
33.56,125.33,38.58
34.26,47.84,22.43
27.49,151.82,87.82
22.63,25.56,46.11
39.34,13.96,74.49
31.58,155.95,95.81
25.21,74.37,65.20
22.01,28.61,51.77
33.28,127.17,41.46
21.05,274.54,94.72
19.29,217.26,74.57
28.25,244.68,73.22
22.25,261.57,54.09
30.72,291.79,87.60
17.95,228.97,77.09
31.37,182.52,42.65
22.08,109.63,67.97
15.01,54.49,54.42
18.17,206.00,20.53
38.34,298.48,84.61
36.68,140.21,29.83
20.84,217.10,60.80
34.46,148.53,46.90
30.21,129.58,47.37
39.27,123.09,58.19
24.34,151.39,99.76
32.04,110.07,52.67
16.59,224.63,34.59
24.91,262.28,69.09
39.10,264.87,38.90
28.47,68.31,28.44
22.20,268.77,24.01
18.01,102.47,21.83
32.59,92.79,54.49
31.12,218.03,54.14
24.35,91.41,34.84
38.77,15.89,82.72
15.56,112.09,30.34
22.59,216.44,93.23
38.03,98.09,67.01
23.02,188.87,22.21
21.31,198.04,97.04
28.36,220.12,44.64
35.60,269.14,56.00
17.58,129.77,42.74
38.58,49.93,78.27
34.88,95.68,58.85
19.53,129.65,30.59
32.80,214.17,28.34
24.62,3.94,78.03
25.06,94.74,38.97
34.58,233.95,31.02
39.07,201.26,59.95
18.17,219.52,84.22
25.52,243.54,42.30
27.02,234.97,42.11
24.41,204.65,86.71
24.08,131.90,31.83
16.31,295.08,69.34
32.14,170.72,96.40
25.91,60.83,87.30
19.87,87.84,24.95
35.40,208.07,45.59
35.06,277.42,31.39
27.16,53.62,95.94
22.46,24.70,98.88
30.95,264.46,38.80
22.20,274.58,73.58
20.90,82.91,87.33
33.26,113.19,38.69
16.01,198.06,35.01
17.37,98.98,20.90
15.17,263.15,52.96
18.82,32.27,91.95
16.72,11.39,92.24
39.90,62.55,30.22
22.22,85.83,36.35
18.73,33.88,52.64
21.02,19.71,82.45
38.40,226.68,68.95
28.00,49.28,61.11
24.12,274.18,67.35
36.83,110.40,27.70
24.87,201.18,58.21
23.38,67.62,99.37
20.18,72.10,27.08
24.44,172.41,61.54
22.92,168.19,43.65
31.93,230.62,63.19
22.24,227.34,65.91
29.43,201.21,66.20
16.65,134.74,88.18
19.78,267.19,51.18
25.19,186.77,61.31
38.42,297.06,20.87
24.43,245.81,83.16
31.60,13.29,40.76
21.38,96.18,85.32
18.18,171.56,41.25
16.46,216.44,20.86
22.64,165.10,32.39
18.94,235.84,98.85
19.35,84.80,45.58
34.02,55.17,28.71
15.40,16.18,29.50
28.95,171.99,44.83
24.49,206.58,23.01
27.66,97.84,60.92
29.07,184.08,37.10
22.83,15.65,61.54
22.38,29.79,31.26
33.34,210.53,54.39
36.78,110.42,67.83
19.81,201.40,24.96
17.44,249.52,51.90
37.44,255.79,44.20
23.75,51.65,39.23
28.78,145.89,68.36
23.99,220.18,67.08
18.15,232.19,70.46
29.73,235.40,32.71
28.13,68.45,42.86
20.07,57.76,36.77
26.30,177.00,63.24
34.92,222.33,56.89
29.76,95.74,46.42
17.42,31.41,82.88
28.70,215.02,27.52
32.57,89.91,97.99
34.82,49.91,29.32
30.73,44.32,81.85
18.82,94.47,49.46
32.75,177.80,89.22
31.93,107.52,25.93
15.61,6.20,49.98
25.29,29.07,46.84
23.32,87.15,99.45
31.74,197.91,98.84
20.40,29.55,35.18
29.77,168.20,70.40
37.83,35.97,62.84
34.95,63.48,32.35
38.04,51.66,33.42
39.46,20.17,99.14
15.27,201.40,56.22
30.57,139.02,30.06
25.32,249.32,37.18
36.50,29.67,41.47
21.30,43.42,60.87
39.53,91.94,46.84
30.34,229.76,56.40
34.84,91.73,33.32
17.14,122.53,46.14
19.59,90.48,25.63
33.96,24.07,91.18
15.55,281.83,35.90
35.42,164.56,80.55
15.35,236.35,47.96
31.43,197.51,57.95
24.13,154.28,43.30
30.29,26.90,75.72
32.40,192.82,87.56
23.56,46.61,42.90
17.70,124.31,39.38
16.74,188.73,74.52
29.72,234.67,35.61
28.02,205.51,71.19
33.56,201.46,27.55
27.74,44.71,69.61
25.56,103.84,61.07
24.95,12.87,29.11
15.66,215.84,71.93
23.39,285.78,55.72
39.40,79.23,37.37
36.84,26.31,48.27
23.23,142.67,59.37
29.69,257.01,27.32
36.18,165.59,96.61
26.03,14.03,73.24
15.45,292.28,28.20
16.86,248.59,85.83
27.76,39.48,45.80
39.24,276.54,67.74
32.33,135.21,42.17
16.77,111.57,78.67
19.73,138.32,77.84
34.28,250.37,64.16
36.04,197.84,39.27
30.44,17.77,40.30
31.11,287.28,50.63
15.71,44.34,31.60
35.71,223.67,47.01
34.71,190.84,74.75
21.48,56.26,86.47
32.72,51.22,46.61
20.37,261.10,38.69
16.01,125.91,86.61
20.03,196.37,91.26
19.47,151.22,52.80
23.44,218.21,22.15
25.46,143.77,75.60
27.71,86.21,82.72
26.92,109.02,21.44
21.77,257.72,67.60
15.73,140.41,67.07
30.13,64.03,50.30
24.89,280.38,79.98
22.47,238.98,54.25
36.67,16.70,74.14
33.67,299.68,61.37
36.44,208.48,39.88
27.37,48.08,68.52
18.27,71.15,78.95
32.41,207.73,97.91
20.15,233.93,50.41
26.03,71.71,25.16
16.63,77.09,99.04
35.63,92.14,69.90
18.15,179.41,95.72
37.58,51.54,28.31
36.61,31.27,47.36
26.61,203.66,30.71
33.61,233.73,86.84
30.49,150.28,90.43
35.08,109.15,60.10
25.80,129.61,34.93
34.65,116.52,30.17
26.56,288.00,67.05
38.52,230.43,60.51
27.16,62.43,75.58
26.57,115.26,44.42
34.63,163.20,52.19
35.54,183.90,21.71
28.86,140.46,68.81
19.49,243.04,53.85
26.69,230.28,93.58
39.20,151.55,71.34
33.82,256.33,51.90
35.28,225.33,41.09
15.82,233.57,92.42
26.70,286.92,21.30
31.17,79.94,46.15
35.75,80.29,95.48
16.23,266.69,72.32
36.31,231.67,62.62
28.71,277.96,36.28
19.93,18.94,86.67
22.93,188.33,36.34
22.05,43.39,39.86
28.27,151.17,35.35
16.29,46.72,32.65
18.96,38.42,96.26
35.32,3.65,68.16
18.32,189.07,71.03
20.83,107.71,96.35
26.33,31.56,38.45
27.93,96.85,20.47
34.09,50.68,67.91
26.18,282.51,60.63
34.75,96.00,58.21
30.46,100.19,24.95
17.83,251.96,56.35
18.91,194.33,43.00
25.93,213.05,41.97
24.92,190.80,37.79
33.59,283.86,46.60
29.52,62.10,48.25
24.70,296.71,44.70
19.27,249.29,98.30
20.67,176.69,94.62
29.39,198.71,65.96
25.59,194.65,98.48
27.87,17.52,99.30
19.27,65.40,48.48
31.57,288.44,55.62
36.31,160.31,96.72
21.45,113.51,68.69
27.29,228.61,37.03
39.39,157.36,75.15
23.33,3.95,36.46
29.88,220.87,47.15
17.25,219.67,38.20
30.15,49.54,39.60
17.24,287.00,20.37
38.98,67.17,90.46
32.89,137.32,43.68
34.70,34.42,26.91
32.60,180.98,26.96
29.74,112.64,64.48
26.25,105.95,99.43
36.46,248.09,31.60
38.92,2.87,27.97
27.48,239.38,55.06
38.29,171.43,65.07
29.58,295.83,43.55
28.46,176.83,44.20
26.36,16.61,53.96
20.23,15.19,45.13
15.09,264.95,93.23
21.04,252.36,23.36
27.74,103.77,38.77
24.50,185.41,84.68
26.21,146.88,86.72
39.52,290.15,28.92
23.76,284.99,97.90
26.30,295.15,75.47
18.34,259.93,41.81
16.20,272.87,56.48
34.39,65.18,43.77
29.27,249.30,32.00
34.02,212.66,43.29
18.75,288.84,66.41
29.30,171.38,86.08
21.34,25.55,49.08
20.70,179.22,47.83
15.29,205.97,57.44
18.26,66.10,71.56
22.73,118.23,80.13
17.92,179.55,46.14
39.65,112.23,66.91
22.72,112.48,51.15
18.26,39.93,77.31
19.98,282.22,33.17
29.69,225.15,40.55
16.60,0.37,54.08
36.56,229.68,91.15
39.04,221.94,65.87
21.17,2.92,97.23
26.25,110.88,28.26
15.55,182.02,56.81
31.02,135.83,53.53
25.35,233.40,68.02
21.75,127.64,84.96
20.17,46.16,87.32
31.35,292.92,73.62
25.41,72.61,71.32
19.49,215.31,95.92
32.23,42.95,50.69
29.13,98.70,86.62
36.47,132.61,93.72
17.94,57.67,59.32
34.64,134.99,78.33
31.84,47.15,50.16
17.88,167.70,32.71
32.37,199.11,66.92
26.04,18.73,35.72
38.62,261.34,56.61
18.54,55.54,89.83
31.07,67.61,26.88
24.55,198.40,22.43
38.92,140.63,68.52
23.25,149.82,46.48
39.05,38.45,53.44
37.54,241.72,52.46
21.76,185.12,26.93
35.09,40.61,20.29
39.89,112.20,91.87
21.32,243.12,37.42
25.92,170.51,54.09
28.00,32.59,97.75
22.37,111.83,86.14
15.38,72.81,28.63
20.50,155.24,60.68
22.05,253.01,78.41
26.09,130.88,75.87
19.28,130.00,80.87
36.83,271.61,56.60
32.62,172.86,34.07
17.13,169.86,57.19
31.25,78.57,71.83
31.34,182.32,68.69
38.91,172.77,25.64
15.08,119.06,25.20
21.20,297.21,97.22
38.19,264.57,32.14
38.30,224.88,43.56
33.01,161.20,81.41
34.14,138.62,52.77
17.29,55.47,34.52
27.85,91.72,57.38
20.79,232.19,65.52
19.53,136.12,56.22
35.26,264.68,93.52
18.38,44.37,42.78
26.72,152.50,72.91
38.46,194.09,28.98
19.65,155.05,51.38
39.45,266.77,79.28
39.86,296.87,37.99
28.89,34.75,67.18
19.25,38.99,32.27
22.90,39.10,28.22
25.61,204.35,61.86
22.73,111.80,74.00
22.02,219.99,29.07
39.31,121.64,93.42
18.83,188.28,38.06
33.33,230.96,29.60
15.01,164.46,36.22
29.90,161.85,33.57
37.90,26.47,27.25
22.20,123.23,83.83
19.64,163.73,59.64
31.29,138.59,51.08
32.82,270.23,96.05
32.20,271.96,49.68
22.98,246.58,33.36
21.31,112.59,41.92
38.90,215.19,39.12
38.08,118.59,59.90
26.43,69.78,43.32
36.15,102.87,61.28
26.31,21.29,73.54
25.61,99.53,82.18
18.92,138.22,76.81
25.66,286.64,36.45
28.44,94.02,29.27
15.56,270.74,63.40
26.10,68.66,35.91
34.53,57.29,26.79
32.00,155.70,62.17
30.88,201.75,46.14
37.74,13.30,80.49
15.45,66.32,45.14
28.93,136.71,98.30
34.68,99.30,80.68
28.53,213.79,24.62
23.10,153.35,60.71
18.41,48.11,65.01
37.19,268.34,75.62
26.77,87.87,59.82
36.95,219.34,58.68
29.65,233.97,49.44
31.85,288.95,41.72
35.11,149.55,95.70
31.48,184.75,45.41
24.95,100.46,25.07
27.84,203.45,33.38
35.08,139.02,88.58
24.34,131.30,66.93
24.70,256.64,82.30
17.39,15.05,84.70
37.86,264.59,85.86
17.28,255.62,64.05
31.21,151.91,34.17
25.33,147.06,31.86
25.14,108.54,65.92
31.99,298.25,49.32
16.68,33.35,64.64
29.84,177.06,59.88
34.30,204.50,68.18
35.71,280.30,22.57
19.26,234.06,22.63
37.44,193.15,77.73
31.40,35.04,35.45
37.05,112.12,72.18
27.13,41.65,63.73
28.55,264.36,98.54
37.98,224.89,86.83
37.50,227.26,53.05
26.20,195.68,69.31
21.86,152.11,29.38
24.83,44.99,50.91
24.69,98.91,78.71
22.17,41.07,69.81
21.71,217.47,58.76
36.53,48.07,34.12
16.75,210.63,84.25
31.94,207.68,41.85
19.32,137.79,85.64
23.61,40.57,68.93
16.54,94.44,49.82
21.75,96.03,23.25
34.21,210.12,38.59
37.13,34.12,91.13
20.54,248.72,85.44
26.59,228.30,65.99
26.76,55.89,57.31
36.84,215.75,71.77
34.07,200.55,57.30
27.83,224.44,71.54
31.77,56.68,44.59
36.18,47.28,87.08
15.24,70.95,76.15
25.07,109.76,46.40
37.68,238.10,86.45
33.51,221.38,58.99
28.57,277.64,33.97
28.24,17.59,26.22
23.69,3.47,75.97
28.01,209.74,89.21
31.38,83.79,84.60
25.46,100.22,72.45
32.85,164.04,31.31
36.53,30.72,27.52
18.87,192.81,47.60
26.29,97.54,88.39
25.20,189.81,96.94
32.19,250.20,39.31
21.25,51.33,80.97
31.01,279.26,65.91
36.94,159.21,22.54
25.45,276.88,63.43
37.78,62.32,84.48
39.83,181.37,42.09
17.65,121.17,91.79
20.83,232.27,38.90
38.76,181.77,26.12
38.96,148.35,32.80
17.44,273.90,86.96
15.37,113.14,53.38
19.03,65.99,83.76
39.90,182.43,62.50
19.50,187.21,58.44
27.56,131.73,84.55
36.21,145.98,53.88
15.51,287.87,84.16
30.11,219.81,28.05
21.93,33.18,70.90
36.56,63.64,76.21
22.09,292.67,91.93
32.17,217.94,37.95
31.86,274.51,68.34
20.54,91.16,54.66
15.87,222.56,50.62
25.23,214.20,28.54
22.23,88.41,30.74
35.22,165.24,86.96
35.01,188.22,79.98
26.43,144.34,50.59
30.16,248.15,86.28
30.11,249.86,26.46
35.68,255.18,69.98
25.63,241.03,89.45
21.89,146.43,87.11
21.63,114.43,49.82
28.40,249.41,79.62
26.23,147.06,54.20
26.00,73.91,87.21
17.28,152.20,62.46
32.97,42.55,81.19
20.34,207.49,26.29
19.92,100.78,67.20
25.32,78.20,64.02
20.69,286.95,68.80
29.60,233.06,75.65
24.29,236.12,93.45
26.22,187.12,82.85
28.43,251.75,37.57
20.09,227.75,86.07
18.89,179.63,29.77
37.01,288.34,69.78
25.84,57.48,90.62
25.30,283.01,28.09
15.89,120.43,87.98
27.45,158.52,83.89
28.85,36.82,60.30
28.97,162.03,44.71
32.68,183.36,52.44
19.44,299.31,97.49
21.31,292.56,36.14
35.27,289.92,66.37
38.68,104.52,26.66
18.40,297.38,37.43
27.44,136.64,81.07
20.35,255.55,44.21
16.50,64.90,98.86
23.14,151.75,60.07
18.59,289.80,61.32
32.75,284.11,22.91
28.34,205.12,96.52
18.60,239.34,33.94
15.23,52.93,63.07
35.20,216.50,51.65
19.40,185.42,53.25
30.16,27.47,71.46
23.42,33.95,72.97
29.64,32.53,32.34
22.89,217.31,59.97
17.17,42.51,83.24
20.57,140.32,55.46
19.70,107.09,33.26
25.70,165.15,45.06
31.46,211.94,36.99
21.60,205.42,30.07
15.30,154.66,50.21
27.97,139.30,63.27
30.14,119.34,25.82
39.07,258.57,68.31
29.74,99.26,99.44
26.78,77.81,97.13
29.34,222.99,86.33
38.20,107.93,41.31
35.71,254.10,21.79
23.07,98.37,86.68
20.93,210.58,24.46
21.57,13.53,36.45
27.61,115.67,63.56
33.60,102.97,34.27
